t,x(t),v(t),p(t),eKin(t),eSpr(t), a(t), F_Feder(t)
20.02063,-7.807697,-2.169516,-21.69516,23.53399,0,0,119.9996
20.02163,-7.809866,-2.169516,-21.69516,23.53399,0,0,119.9996
20.02262,-7.812036,-2.169516,-21.69516,23.53399,0,0,119.9996
20.02362,-7.814206,-2.169516,-21.69516,23.53399,0,0,119.9996
20.02462,-7.816375,-2.169516,-21.69516,23.53399,0,0,119.9996
20.02562,-7.818545,-2.169516,-21.69516,23.53399,0,0,119.9996
20.02662,-7.820714,-2.169516,-21.69516,23.53399,0,0,119.9996
20.02762,-7.822884,-2.169516,-21.69516,23.53399,0,0,119.9996
20.02862,-7.825054,-2.169516,-21.69516,23.53399,0,0,119.9996
20.02962,-7.827223,-2.169516,-21.69516,23.53399,0,0,119.9996
20.03062,-7.829393,-2.169516,-21.69516,23.53399,0,0,119.9996
20.03162,-7.831563,-2.169516,-21.69516,23.53399,0,0,119.9996
20.03262,-7.833732,-2.169516,-21.69516,23.53399,0,0,119.9996
20.03362,-7.835902,-2.169516,-21.69516,23.53399,0,0,119.9996
20.03462,-7.838071,-2.169516,-21.69516,23.53399,0,0,119.9996
20.03562,-7.840241,-2.169516,-21.69516,23.53399,0,0,119.9996
20.03662,-7.842411,-2.169516,-21.69516,23.53399,0,0,119.9996
20.03762,-7.84458,-2.169516,-21.69516,23.53399,0,0,119.9996
20.03862,-7.84675,-2.169516,-21.69516,23.53399,0,0,119.9996
20.03962,-7.848919,-2.169516,-21.69516,23.53399,0,0,119.9996
20.04062,-7.851089,-2.169516,-21.69516,23.53399,0,0,119.9996
20.04161,-7.853259,-2.169516,-21.69516,23.53399,0,0,119.9996
20.04261,-7.855428,-2.169516,-21.69516,23.53399,0,0,119.9996
20.04361,-7.857598,-2.169516,-21.69516,23.53399,0,0,119.9996
20.04461,-7.859767,-2.169516,-21.69516,23.53399,0,0,119.9996
20.04561,-7.861937,-2.169516,-21.69516,23.53399,0,0,119.9996
20.04661,-7.864107,-2.169516,-21.69516,23.53399,0,0,119.9996
20.04761,-7.866276,-2.169516,-21.69516,23.53399,0,0,119.9996
20.04861,-7.868446,-2.169516,-21.69516,23.53399,0,0,119.9996
20.04961,-7.870615,-2.169516,-21.69516,23.53399,0,0,119.9996
20.05061,-7.872785,-2.169516,-21.69516,23.53399,0,0,119.9996
20.05161,-7.874955,-2.169516,-21.69516,23.53399,0,0,119.9996
20.05261,-7.877124,-2.169516,-21.69516,23.53399,0,0,119.9996
20.05361,-7.879294,-2.169516,-21.69516,23.53399,0,0,119.9996
20.05461,-7.881464,-2.169516,-21.69516,23.53399,0,0,119.9996
20.05561,-7.883633,-2.169516,-21.69516,23.53399,0,0,119.9996
20.05661,-7.885803,-2.169516,-21.69516,23.53399,0,0,119.9996
20.05761,-7.887972,-2.169516,-21.69516,23.53399,0,0,119.9996
20.05861,-7.890142,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0596,-7.892312,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0606,-7.894481,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0616,-7.896651,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0626,-7.89882,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0636,-7.90099,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0646,-7.90316,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0656,-7.905329,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0666,-7.907499,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0676,-7.909668,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0686,-7.911838,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0696,-7.914008,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0706,-7.916177,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0716,-7.918347,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0726,-7.920516,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0736,-7.922686,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0746,-7.924856,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0756,-7.927025,-2.169516,-21.69516,23.53399,0,0,119.9996
20.0766,-7.929195,-2.169516,-21.69516,23.53399,0,0,119.9996
20.07759,-7.931365,-2.169516,-21.69516,23.53399,0,0,119.9996
20.07859,-7.933534,-2.169516,-21.69516,23.53399,0,0,119.9996
20.07959,-7.935704,-2.169516,-21.69516,23.53399,0,0,119.9996
20.08059,-7.937873,-2.169516,-21.69516,23.53399,0,0,119.9996
20.08159,-7.940043,-2.169516,-21.69516,23.53399,0,0,119.9996
20.08259,-7.942213,-2.169516,-21.69516,23.53399,0,0,119.9996
20.08359,-7.944382,-2.169516,-21.69516,23.53399,0,0,119.9996
20.08459,-7.946552,-2.169516,-21.69516,23.53399,0,0,119.9996
20.08559,-7.948721,-2.169516,-21.69516,23.53399,0,0,119.9996
20.08659,-7.950891,-2.169516,-21.69516,23.53399,0,0,119.9996
20.08759,-7.953061,-2.169516,-21.69516,23.53399,0,0,119.9996
20.08859,-7.95523,-2.169516,-21.69516,23.53399,0,0,119.9996
20.08959,-7.9574,-2.169516,-21.69516,23.53399,0,0,119.9996
20.09059,-7.959569,-2.169516,-21.69516,23.53399,0,0,119.9996
20.09159,-7.961739,-2.169516,-21.69516,23.53399,0,0,119.9996
20.09259,-7.963909,-2.169516,-21.69516,23.53399,0,0,119.9996
20.09359,-7.966078,-2.169516,-21.69516,23.53399,0,0,119.9996
20.09459,-7.968248,-2.169516,-21.69516,23.53399,0,0,119.9996
20.09558,-7.970417,-2.169516,-21.69516,23.53399,0,0,119.9996
20.09658,-7.972587,-2.169516,-21.69516,23.53399,0,0,119.9996
20.09758,-7.974757,-2.169516,-21.69516,23.53399,0,0,119.9996
20.09858,-7.976926,-2.169516,-21.69516,23.53399,0,0,119.9996
20.09958,-7.979096,-2.169516,-21.69516,23.53399,0,0,119.9996
20.10058,-7.981266,-2.169516,-21.69516,23.53399,0,0,119.9996
20.10158,-7.983435,-2.169516,-21.69516,23.53399,0,0,119.9996
20.10258,-7.985605,-2.169516,-21.69516,23.53399,0,0,119.9996
20.10358,-7.987774,-2.169516,-21.69516,23.53399,0,0,119.9996
20.10458,-7.989944,-2.169516,-21.69516,23.53399,0,0,119.9996
20.10558,-7.992114,-2.169516,-21.69516,23.53399,0,0,119.9996
20.10658,-7.994283,-2.169516,-21.69516,23.53399,0,0,119.9996
20.10758,-7.996453,-2.169516,-21.69516,23.53399,0,0,119.9996
20.10858,-7.998622,-2.169516,-21.69516,23.53399,0,0,119.9996
20.10958,-8.000792,-2.169516,-21.69516,23.53399,0,0,119.9996
20.11058,-8.002961,-2.169516,-21.69516,23.53399,0,0,119.9996
20.11158,-8.005131,-2.169516,-21.69516,23.53399,0,0,119.9996
20.11258,-8.0073,-2.169516,-21.69516,23.53399,0,0,119.9996
20.11357,-8.00947,-2.169516,-21.69516,23.53399,0,0,119.9996
20.11457,-8.01164,-2.169516,-21.69516,23.53399,0,0,119.9996
20.11557,-8.013809,-2.169516,-21.69516,23.53399,0,0,119.9996
20.11657,-8.015979,-2.169516,-21.69516,23.53399,0,0,119.9996
20.11757,-8.018148,-2.169516,-21.69516,23.53399,0,0,119.9996
20.11857,-8.020318,-2.169516,-21.69516,23.53399,0,0,119.9996
20.11957,-8.022488,-2.169516,-21.69516,23.53399,0,0,119.9996
20.12057,-8.024657,-2.169516,-21.69516,23.53399,0,0,119.9996
20.12157,-8.026827,-2.169516,-21.69516,23.53399,0,0,119.9996
20.12257,-8.028996,-2.169516,-21.69516,23.53399,0,0,119.9996
20.12357,-8.031166,-2.169516,-21.69516,23.53399,0,0,119.9996
20.12457,-8.033336,-2.169516,-21.69516,23.53399,0,0,119.9996
20.12557,-8.035505,-2.169516,-21.69516,23.53399,0,0,119.9996
20.12657,-8.037675,-2.169516,-21.69516,23.53399,0,0,119.9996
20.12757,-8.039845,-2.169516,-21.69516,23.53399,0,0,119.9996
20.12857,-8.042014,-2.169516,-21.69516,23.53399,0,0,119.9996
20.12957,-8.044184,-2.169516,-21.69516,23.53399,0,0,119.9996
20.13057,-8.046353,-2.169516,-21.69516,23.53399,0,0,119.9996
20.13157,-8.048523,-2.169516,-21.69516,23.53399,0,0,119.9996
20.13256,-8.050693,-2.169516,-21.69516,23.53399,0,0,119.9996
20.13356,-8.052862,-2.169516,-21.69516,23.53399,0,0,119.9996
20.13456,-8.055032,-2.169516,-21.69516,23.53399,0,0,119.9996
20.13556,-8.057201,-2.169516,-21.69516,23.53399,0,0,119.9996
20.13656,-8.059371,-2.169516,-21.69516,23.53399,0,0,119.9996
20.13756,-8.061541,-2.169516,-21.69516,23.53399,0,0,119.9996
20.13856,-8.06371,-2.169516,-21.69516,23.53399,0,0,119.9996
20.13956,-8.06588,-2.169516,-21.69516,23.53399,0,0,119.9996
20.14056,-8.068049,-2.169516,-21.69516,23.53399,0,0,119.9996
20.14156,-8.070219,-2.169516,-21.69516,23.53399,0,0,119.9996
20.14256,-8.072389,-2.169516,-21.69516,23.53399,0,0,119.9996
20.14356,-8.074558,-2.169516,-21.69516,23.53399,0,0,119.9996
20.14456,-8.076728,-2.169516,-21.69516,23.53399,0,0,119.9996
20.14556,-8.078897,-2.169516,-21.69516,23.53399,0,0,119.9996
20.14656,-8.081067,-2.169516,-21.69516,23.53399,0,0,119.9996
20.14756,-8.083237,-2.169516,-21.69516,23.53399,0,0,119.9996
20.14856,-8.085406,-2.169516,-21.69516,23.53399,0,0,119.9996
20.14956,-8.087576,-2.169516,-21.69516,23.53399,0,0,119.9996
20.15055,-8.089746,-2.169516,-21.69516,23.53399,0,0,119.9996
20.15155,-8.091915,-2.169516,-21.69516,23.53399,0,0,119.9996
20.15255,-8.094085,-2.169516,-21.69516,23.53399,0,0,119.9996
20.15355,-8.096254,-2.169516,-21.69516,23.53399,0,0,119.9996
20.15455,-8.098424,-2.169516,-21.69516,23.53399,0,0,119.9996
20.15555,-8.100594,-2.169516,-21.69516,23.53399,0,0,119.9996
20.15655,-8.102763,-2.169516,-21.69516,23.53399,0,0,119.9996
20.15755,-8.104933,-2.169516,-21.69516,23.53399,0,0,119.9996
20.15855,-8.107102,-2.169516,-21.69516,23.53399,0,0,119.9996
20.15955,-8.109272,-2.169516,-21.69516,23.53399,0,0,119.9996
20.16055,-8.111442,-2.169516,-21.69516,23.53399,0,0,119.9996
20.16155,-8.113611,-2.169516,-21.69516,23.53399,0,0,119.9996
20.16255,-8.115781,-2.169516,-21.69516,23.53399,0,0,119.9996
20.16355,-8.11795,-2.169516,-21.69516,23.53399,0,0,119.9996
20.16455,-8.12012,-2.169516,-21.69516,23.53399,0,0,119.9996
20.16555,-8.12229,-2.169516,-21.69516,23.53399,0,0,119.9996
20.16655,-8.124459,-2.169516,-21.69516,23.53399,0,0,119.9996
20.16755,-8.126629,-2.169516,-21.69516,23.53399,0,0,119.9996
20.16854,-8.128798,-2.169516,-21.69516,23.53399,0,0,119.9996
20.16954,-8.130968,-2.169516,-21.69516,23.53399,0,0,119.9996
20.17054,-8.133138,-2.169516,-21.69516,23.53399,0,0,119.9996
20.17154,-8.135307,-2.169516,-21.69516,23.53399,0,0,119.9996
20.17254,-8.137477,-2.169516,-21.69516,23.53399,0,0,119.9996
20.17354,-8.139647,-2.169516,-21.69516,23.53399,0,0,119.9996
20.17454,-8.141816,-2.169516,-21.69516,23.53399,0,0,119.9996
20.17554,-8.143986,-2.169516,-21.69516,23.53399,0,0,119.9996
20.17654,-8.146155,-2.169516,-21.69516,23.53399,0,0,119.9996
20.17754,-8.148325,-2.169516,-21.69516,23.53399,0,0,119.9996
20.17854,-8.150495,-2.169516,-21.69516,23.53399,0,0,119.9996
20.17954,-8.152664,-2.169516,-21.69516,23.53399,0,0,119.9996
20.18054,-8.154834,-2.169516,-21.69516,23.53399,0,0,119.9996
20.18154,-8.157003,-2.169516,-21.69516,23.53399,0,0,119.9996
20.18254,-8.159173,-2.169516,-21.69516,23.53399,0,0,119.9996
20.18354,-8.161343,-2.169516,-21.69516,23.53399,0,0,119.9996
20.18454,-8.163512,-2.169516,-21.69516,23.53399,0,0,119.9996
20.18554,-8.165682,-2.169516,-21.69516,23.53399,0,0,119.9996
20.18653,-8.167851,-2.169516,-21.69516,23.53399,0,0,119.9996
20.18753,-8.170021,-2.169516,-21.69516,23.53399,0,0,119.9996
20.18853,-8.172191,-2.169516,-21.69516,23.53399,0,0,119.9996
20.18953,-8.17436,-2.169516,-21.69516,23.53399,0,0,119.9996
20.19053,-8.17653,-2.169516,-21.69516,23.53399,0,0,119.9996
20.19153,-8.178699,-2.169516,-21.69516,23.53399,0,0,119.9996
20.19253,-8.180869,-2.169516,-21.69516,23.53399,0,0,119.9996
20.19353,-8.183039,-2.169516,-21.69516,23.53399,0,0,119.9996
20.19453,-8.185208,-2.169516,-21.69516,23.53399,0,0,119.9996
20.19553,-8.187378,-2.169516,-21.69516,23.53399,0,0,119.9996
20.19653,-8.189548,-2.169516,-21.69516,23.53399,0,0,119.9996
20.19753,-8.191717,-2.169516,-21.69516,23.53399,0,0,119.9996
20.19853,-8.193887,-2.169516,-21.69516,23.53399,0,0,119.9996
20.19953,-8.196056,-2.169516,-21.69516,23.53399,0,0,119.9996
20.20053,-8.198226,-2.169516,-21.69516,23.53399,0,0,119.9996
20.20153,-8.200396,-2.169516,-21.69516,23.53399,0,0,119.9996
20.20253,-8.202565,-2.169516,-21.69516,23.53399,0,0,119.9996
20.20353,-8.204735,-2.169516,-21.69516,23.53399,0,0,119.9996
20.20452,-8.206904,-2.169516,-21.69516,23.53399,0,0,119.9996
20.20552,-8.209074,-2.169516,-21.69516,23.53399,0,0,119.9996
20.20652,-8.211244,-2.169516,-21.69516,23.53399,0,0,119.9996
20.20752,-8.213413,-2.169516,-21.69516,23.53399,0,0,119.9996
20.20852,-8.215583,-2.169516,-21.69516,23.53399,0,0,119.9996
20.20952,-8.217752,-2.169516,-21.69516,23.53399,0,0,119.9996
20.21052,-8.219922,-2.169516,-21.69516,23.53399,0,0,119.9996
20.21152,-8.222092,-2.169516,-21.69516,23.53399,0,0,119.9996
20.21252,-8.224261,-2.169516,-21.69516,23.53399,0,0,119.9996
20.21352,-8.226431,-2.169516,-21.69516,23.53399,0,0,119.9996
20.21452,-8.228601,-2.169516,-21.69516,23.53399,0,0,119.9996
20.21552,-8.23077,-2.169516,-21.69516,23.53399,0,0,119.9996
20.21652,-8.23294,-2.169516,-21.69516,23.53399,0,0,119.9996
20.21752,-8.235109,-2.169516,-21.69516,23.53399,0,0,119.9996
20.21852,-8.237279,-2.169516,-21.69516,23.53399,0,0,119.9996
20.21952,-8.239449,-2.169516,-21.69516,23.53399,0,0,119.9996
20.22052,-8.241618,-2.169516,-21.69516,23.53399,0,0,119.9996
20.22152,-8.243788,-2.169516,-21.69516,23.53399,0,0,119.9996
20.22252,-8.245957,-2.169516,-21.69516,23.53399,0,0,119.9996
20.22351,-8.248127,-2.169516,-21.69516,23.53399,0,0,119.9996
20.22451,-8.250297,-2.169516,-21.69516,23.53399,0,0,119.9996
20.22551,-8.252466,-2.169516,-21.69516,23.53399,0,0,119.9996
20.22651,-8.254636,-2.169516,-21.69516,23.53399,0,0,119.9996
20.22751,-8.256805,-2.169516,-21.69516,23.53399,0,0,119.9996
20.22851,-8.258975,-2.169516,-21.69516,23.53399,0,0,119.9996
20.22951,-8.261145,-2.169516,-21.69516,23.53399,0,0,119.9996
20.23051,-8.263314,-2.169516,-21.69516,23.53399,0,0,119.9996
20.23151,-8.265484,-2.169516,-21.69516,23.53399,0,0,119.9996
20.23251,-8.267653,-2.169516,-21.69516,23.53399,0,0,119.9996
20.23351,-8.269823,-2.169516,-21.69516,23.53399,0,0,119.9996
20.23451,-8.271993,-2.169516,-21.69516,23.53399,0,0,119.9996
20.23551,-8.274162,-2.169516,-21.69516,23.53399,0,0,119.9996
20.23651,-8.276332,-2.169516,-21.69516,23.53399,0,0,119.9996
20.23751,-8.278502,-2.169516,-21.69516,23.53399,0,0,119.9996
20.23851,-8.280671,-2.169516,-21.69516,23.53399,0,0,119.9996
20.23951,-8.282841,-2.169516,-21.69516,23.53399,0,0,119.9996
20.24051,-8.28501,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2415,-8.28718,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2425,-8.28935,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2435,-8.291519,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2445,-8.293689,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2455,-8.295858,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2465,-8.298028,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2475,-8.300198,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2485,-8.302367,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2495,-8.304537,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2505,-8.306706,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2515,-8.308876,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2525,-8.311046,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2535,-8.313215,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2545,-8.315385,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2555,-8.317554,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2565,-8.319724,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2575,-8.321894,-2.169516,-21.69516,23.53399,0,0,119.9996
20.2585,-8.324063,-2.169516,-21.69516,23.53399,0,0,119.9996
20.25949,-8.326233,-2.169516,-21.69516,23.53399,0,0,119.9996
20.26049,-8.328403,-2.169516,-21.69516,23.53399,0,0,119.9996
20.26149,-8.330572,-2.169516,-21.69516,23.53399,0,0,119.9996
20.26249,-8.332742,-2.169516,-21.69516,23.53399,0,0,119.9996
20.26349,-8.334911,-2.169516,-21.69516,23.53399,0,0,119.9996
20.26449,-8.337081,-2.169516,-21.69516,23.53399,0,0,119.9996
20.26549,-8.339251,-2.169516,-21.69516,23.53399,0,0,119.9996
20.26649,-8.34142,-2.169516,-21.69516,23.53399,0,0,119.9996
20.26749,-8.34359,-2.169516,-21.69516,23.53399,0,0,119.9996
20.26849,-8.345759,-2.169516,-21.69516,23.53399,0,0,119.9996
20.26949,-8.347929,-2.169516,-21.69516,23.53399,0,0,119.9996
20.27049,-8.350099,-2.169516,-21.69516,23.53399,0,0,119.9996
20.27149,-8.352268,-2.169516,-21.69516,23.53399,0,0,119.9996
20.27249,-8.354438,-2.169516,-21.69516,23.53399,0,0,119.9996
20.27349,-8.356607,-2.169516,-21.69516,23.53399,0,0,119.9996
20.27449,-8.358777,-2.169516,-21.69516,23.53399,0,0,119.9996
20.27549,-8.360947,-2.169516,-21.69516,23.53399,0,0,119.9996
20.27649,-8.363116,-2.169516,-21.69516,23.53399,0,0,119.9996
20.27748,-8.365286,-2.169516,-21.69516,23.53399,0,0,119.9996
20.27848,-8.367455,-2.169516,-21.69516,23.53399,0,0,119.9996
20.27948,-8.369625,-2.169516,-21.69516,23.53399,0,0,119.9996
20.28048,-8.371795,-2.169516,-21.69516,23.53399,0,0,119.9996
20.28148,-8.373964,-2.169516,-21.69516,23.53399,0,0,119.9996
20.28248,-8.376134,-2.169516,-21.69516,23.53399,0,0,119.9996
20.28348,-8.378304,-2.169516,-21.69516,23.53399,0,0,119.9996
20.28448,-8.380473,-2.169516,-21.69516,23.53399,0,0,119.9996
20.28548,-8.382643,-2.169516,-21.69516,23.53399,0,0,119.9996
20.28648,-8.384812,-2.169516,-21.69516,23.53399,0,0,119.9996
20.28748,-8.386982,-2.169516,-21.69516,23.53399,0,0,119.9996
20.28848,-8.389152,-2.169516,-21.69516,23.53399,0,0,119.9996
20.28948,-8.391321,-2.169516,-21.69516,23.53399,0,0,119.9996
20.29048,-8.393491,-2.169516,-21.69516,23.53399,0,0,119.9996
20.29148,-8.39566,-2.169516,-21.69516,23.53399,0,0,119.9996
20.29248,-8.39783,-2.169516,-21.69516,23.53399,0,0,119.9996
20.29348,-8.4,-2.169516,-21.69516,23.53399,0,0,119.9996
20.29448,-8.402169,-2.169516,-21.69516,23.53399,0,0,119.9996
20.29548,-8.404339,-2.169516,-21.69516,23.53399,0,0,119.9996
20.29647,-8.406508,-2.169516,-21.69516,23.53399,0,0,119.9996
20.29747,-8.408678,-2.169516,-21.69516,23.53399,0,0,119.9996
20.29847,-8.410848,-2.169516,-21.69516,23.53399,0,0,119.9996
20.29947,-8.413017,-2.169516,-21.69516,23.53399,0,0,119.9996
20.30047,-8.415187,-2.169516,-21.69516,23.53399,0,0,119.9996
20.30147,-8.417356,-2.169516,-21.69516,23.53399,0,0,119.9996
20.30247,-8.419526,-2.169516,-21.69516,23.53399,0,0,119.9996
20.30347,-8.421696,-2.169516,-21.69516,23.53399,0,0,119.9996
20.30447,-8.423865,-2.169516,-21.69516,23.53399,0,0,119.9996
20.30547,-8.426035,-2.169516,-21.69516,23.53399,0,0,119.9996
20.30647,-8.428205,-2.169516,-21.69516,23.53399,0,0,119.9996
20.30747,-8.430374,-2.169516,-21.69516,23.53399,0,0,119.9996
20.30847,-8.432544,-2.169516,-21.69516,23.53399,0,0,119.9996
20.30947,-8.434713,-2.169516,-21.69516,23.53399,0,0,119.9996
20.31047,-8.436883,-2.169516,-21.69516,23.53399,0,0,119.9996
20.31147,-8.439053,-2.169516,-21.69516,23.53399,0,0,119.9996
20.31247,-8.441222,-2.169516,-21.69516,23.53399,0,0,119.9996
20.31347,-8.443392,-2.169516,-21.69516,23.53399,0,0,119.9996
20.31446,-8.445561,-2.169516,-21.69516,23.53399,0,0,119.9996
20.31546,-8.447731,-2.169516,-21.69516,23.53399,0,0,119.9996
20.31646,-8.449901,-2.169516,-21.69516,23.53399,0,0,119.9996
20.31746,-8.45207,-2.169516,-21.69516,23.53399,0,0,119.9996
20.31846,-8.45424,-2.169516,-21.69516,23.53399,0,0,119.9996
20.31946,-8.456409,-2.169516,-21.69516,23.53399,0,0,119.9996
20.32046,-8.458579,-2.169516,-21.69516,23.53399,0,0,119.9996
20.32146,-8.460749,-2.169516,-21.69516,23.53399,0,0,119.9996
20.32246,-8.462918,-2.169516,-21.69516,23.53399,0,0,119.9996
20.32346,-8.465088,-2.169516,-21.69516,23.53399,0,0,119.9996
20.32446,-8.467257,-2.169516,-21.69516,23.53399,0,0,119.9996
20.32546,-8.469427,-2.169516,-21.69516,23.53399,0,0,119.9996
20.32646,-8.471597,-2.169516,-21.69516,23.53399,0,0,119.9996
20.32746,-8.473766,-2.169516,-21.69516,23.53399,0,0,119.9996
20.32846,-8.475936,-2.169516,-21.69516,23.53399,0,0,119.9996
20.32946,-8.478106,-2.169516,-21.69516,23.53399,0,0,119.9996
20.33046,-8.480275,-2.169516,-21.69516,23.53399,0,0,119.9996
20.33146,-8.482445,-2.169516,-21.69516,23.53399,0,0,119.9996
20.33245,-8.484614,-2.169516,-21.69516,23.53399,0,0,119.9996
20.33345,-8.486784,-2.169516,-21.69516,23.53399,0,0,119.9996
20.33445,-8.488954,-2.169516,-21.69516,23.53399,0,0,119.9996
20.33545,-8.491123,-2.169516,-21.69516,23.53399,0,0,119.9996
20.33645,-8.493293,-2.169516,-21.69516,23.53399,0,0,119.9996
20.33745,-8.495462,-2.169516,-21.69516,23.53399,0,0,119.9996
20.33845,-8.497632,-2.169516,-21.69516,23.53399,0,0,119.9996
20.33945,-8.499802,-2.169516,-21.69516,23.53399,0,0,119.9996
20.34045,-8.501971,-2.169516,-21.69516,23.53399,0,0,119.9996
20.34145,-8.504141,-2.169516,-21.69516,23.53399,0,0,119.9996
20.34245,-8.50631,-2.169516,-21.69516,23.53399,0,0,119.9996
20.34345,-8.50848,-2.169516,-21.69516,23.53399,0,0,119.9996
20.34445,-8.51065,-2.169516,-21.69516,23.53399,0,0,119.9996
20.34545,-8.512819,-2.169516,-21.69516,23.53399,0,0,119.9996
20.34645,-8.514989,-2.169516,-21.69516,23.53399,0,0,119.9996
20.34745,-8.517159,-2.169516,-21.69516,23.53399,0,0,119.9996
20.34845,-8.519328,-2.169516,-21.69516,23.53399,0,0,119.9996
20.34945,-8.521498,-2.169516,-21.69516,23.53399,0,0,119.9996
20.35044,-8.523667,-2.169516,-21.69516,23.53399,0,0,119.9996
20.35144,-8.525837,-2.169516,-21.69516,23.53399,0,0,119.9996
20.35244,-8.528007,-2.169516,-21.69516,23.53399,0,0,119.9996
20.35344,-8.530176,-2.169516,-21.69516,23.53399,0,0,119.9996
20.35444,-8.532346,-2.169516,-21.69516,23.53399,0,0,119.9996
20.35544,-8.534515,-2.169516,-21.69516,23.53399,0,0,119.9996
20.35644,-8.536685,-2.169516,-21.69516,23.53399,0,0,119.9996
20.35744,-8.538855,-2.169516,-21.69516,23.53399,0,0,119.9996
20.35844,-8.541024,-2.169516,-21.69516,23.53399,0,0,119.9996
20.35944,-8.543194,-2.169516,-21.69516,23.53399,0,0,119.9996
20.36044,-8.545363,-2.169516,-21.69516,23.53399,0,0,119.9996
20.36144,-8.547533,-2.169516,-21.69516,23.53399,0,0,119.9996
20.36244,-8.549703,-2.169516,-21.69516,23.53399,0,0,119.9996
20.36344,-8.551872,-2.169516,-21.69516,23.53399,0,0,119.9996
20.36444,-8.554042,-2.169516,-21.69516,23.53399,0,0,119.9996
20.36544,-8.556211,-2.169516,-21.69516,23.53399,0,0,119.9996
20.36644,-8.558381,-2.169516,-21.69516,23.53399,0,0,119.9996
20.36744,-8.560551,-2.169516,-21.69516,23.53399,0,0,119.9996
20.36843,-8.56272,-2.169516,-21.69516,23.53399,0,0,119.9996
20.36943,-8.56489,-2.169516,-21.69516,23.53399,0,0,119.9996
20.37043,-8.56706,-2.169516,-21.69516,23.53399,0,0,119.9996
20.37143,-8.569229,-2.169516,-21.69516,23.53399,0,0,119.9996
20.37243,-8.571399,-2.169516,-21.69516,23.53399,0,0,119.9996
20.37343,-8.573568,-2.169516,-21.69516,23.53399,0,0,119.9996
20.37443,-8.575738,-2.169516,-21.69516,23.53399,0,0,119.9996
20.37543,-8.577908,-2.169516,-21.69516,23.53399,0,0,119.9996
20.37643,-8.580077,-2.169516,-21.69516,23.53399,0,0,119.9996
20.37743,-8.582247,-2.169516,-21.69516,23.53399,0,0,119.9996
20.37843,-8.584416,-2.169516,-21.69516,23.53399,0,0,119.9996
20.37943,-8.586586,-2.169516,-21.69516,23.53399,0,0,119.9996
20.38043,-8.588756,-2.169516,-21.69516,23.53399,0,0,119.9996
20.38143,-8.590925,-2.169516,-21.69516,23.53399,0,0,119.9996
20.38243,-8.593095,-2.169516,-21.69516,23.53399,0,0,119.9996
20.38343,-8.595264,-2.169516,-21.69516,23.53399,0,0,119.9996
20.38443,-8.597434,-2.169516,-21.69516,23.53399,0,0,119.9996
20.38543,-8.599604,-2.169516,-21.69516,23.53399,0,0,119.9996
20.38643,-8.601773,-2.169516,-21.69516,23.53399,0,0,119.9996
20.38742,-8.603943,-2.169516,-21.69516,23.53399,0,0,119.9996
20.38842,-8.606112,-2.169516,-21.69516,23.53399,0,0,119.9996
20.38942,-8.608282,-2.169516,-21.69516,23.53399,0,0,119.9996
20.39042,-8.610452,-2.169516,-21.69516,23.53399,0,0,119.9996
20.39142,-8.612621,-2.169516,-21.69516,23.53399,0,0,119.9996
20.39242,-8.614791,-2.169516,-21.69516,23.53399,0,0,119.9996
20.39342,-8.616961,-2.169516,-21.69516,23.53399,0,0,119.9996
20.39442,-8.61913,-2.169516,-21.69516,23.53399,0,0,119.9996
20.39542,-8.6213,-2.169516,-21.69516,23.53399,0,0,119.9996
20.39642,-8.623469,-2.169516,-21.69516,23.53399,0,0,119.9996
