t,x(t),v(t),p(t),eKin(t),eSpr(t), a(t), F_Feder(t)
49.43246,-71.65187,-2.169516,-21.69516,23.53399,0,0,119.9996
49.43346,-71.65404,-2.169516,-21.69516,23.53399,0,0,119.9996
49.43446,-71.6562,-2.169516,-21.69516,23.53399,0,0,119.9996
49.43546,-71.65837,-2.169516,-21.69516,23.53399,0,0,119.9996
49.43646,-71.66054,-2.169516,-21.69516,23.53399,0,0,119.9996
49.43746,-71.6627,-2.169516,-21.69516,23.53399,0,0,119.9996
49.43846,-71.66487,-2.169516,-21.69516,23.53399,0,0,119.9996
49.43946,-71.66704,-2.169516,-21.69516,23.53399,0,0,119.9996
49.44046,-71.6692,-2.169516,-21.69516,23.53399,0,0,119.9996
49.44146,-71.67137,-2.169516,-21.69516,23.53399,0,0,119.9996
49.44246,-71.67354,-2.169516,-21.69516,23.53399,0,0,119.9996
49.44345,-71.6757,-2.169516,-21.69516,23.53399,0,0,119.9996
49.44445,-71.67787,-2.169516,-21.69516,23.53399,0,0,119.9996
49.44545,-71.68004,-2.169516,-21.69516,23.53399,0,0,119.9996
49.44645,-71.68221,-2.169516,-21.69516,23.53399,0,0,119.9996
49.44745,-71.68437,-2.169516,-21.69516,23.53399,0,0,119.9996
49.44845,-71.68654,-2.169516,-21.69516,23.53399,0,0,119.9996
49.44945,-71.68871,-2.169516,-21.69516,23.53399,0,0,119.9996
49.45045,-71.69087,-2.169516,-21.69516,23.53399,0,0,119.9996
49.45145,-71.69304,-2.169516,-21.69516,23.53399,0,0,119.9996
49.45245,-71.69521,-2.169516,-21.69516,23.53399,0,0,119.9996
49.45345,-71.69737,-2.169516,-21.69516,23.53399,0,0,119.9996
49.45445,-71.69954,-2.169516,-21.69516,23.53399,0,0,119.9996
49.45545,-71.70171,-2.169516,-21.69516,23.53399,0,0,119.9996
49.45645,-71.70387,-2.169516,-21.69516,23.53399,0,0,119.9996
49.45745,-71.70604,-2.169516,-21.69516,23.53399,0,0,119.9996
49.45845,-71.70821,-2.169516,-21.69516,23.53399,0,0,119.9996
49.45945,-71.71037,-2.169516,-21.69516,23.53399,0,0,119.9996
49.46045,-71.71254,-2.169516,-21.69516,23.53399,0,0,119.9996
49.46144,-71.71471,-2.169516,-21.69516,23.53399,0,0,119.9996
49.46244,-71.71687,-2.169516,-21.69516,23.53399,0,0,119.9996
49.46344,-71.71904,-2.169516,-21.69516,23.53399,0,0,119.9996
49.46444,-71.72121,-2.169516,-21.69516,23.53399,0,0,119.9996
49.46544,-71.72337,-2.169516,-21.69516,23.53399,0,0,119.9996
49.46644,-71.72554,-2.169516,-21.69516,23.53399,0,0,119.9996
49.46744,-71.72771,-2.169516,-21.69516,23.53399,0,0,119.9996
49.46844,-71.72987,-2.169516,-21.69516,23.53399,0,0,119.9996
49.46944,-71.73204,-2.169516,-21.69516,23.53399,0,0,119.9996
49.47044,-71.73421,-2.169516,-21.69516,23.53399,0,0,119.9996
49.47144,-71.73637,-2.169516,-21.69516,23.53399,0,0,119.9996
49.47244,-71.73854,-2.169516,-21.69516,23.53399,0,0,119.9996
49.47344,-71.74071,-2.169516,-21.69516,23.53399,0,0,119.9996
49.47444,-71.74287,-2.169516,-21.69516,23.53399,0,0,119.9996
49.47544,-71.74504,-2.169516,-21.69516,23.53399,0,0,119.9996
49.47644,-71.74721,-2.169516,-21.69516,23.53399,0,0,119.9996
49.47744,-71.74937,-2.169516,-21.69516,23.53399,0,0,119.9996
49.47844,-71.75154,-2.169516,-21.69516,23.53399,0,0,119.9996
49.47943,-71.75371,-2.169516,-21.69516,23.53399,0,0,119.9996
49.48043,-71.75587,-2.169516,-21.69516,23.53399,0,0,119.9996
49.48143,-71.75804,-2.169516,-21.69516,23.53399,0,0,119.9996
49.48243,-71.76021,-2.169516,-21.69516,23.53399,0,0,119.9996
49.48343,-71.76237,-2.169516,-21.69516,23.53399,0,0,119.9996
49.48443,-71.76454,-2.169516,-21.69516,23.53399,0,0,119.9996
49.48543,-71.76671,-2.169516,-21.69516,23.53399,0,0,119.9996
49.48643,-71.76888,-2.169516,-21.69516,23.53399,0,0,119.9996
49.48743,-71.77104,-2.169516,-21.69516,23.53399,0,0,119.9996
49.48843,-71.77321,-2.169516,-21.69516,23.53399,0,0,119.9996
49.48943,-71.77538,-2.169516,-21.69516,23.53399,0,0,119.9996
49.49043,-71.77754,-2.169516,-21.69516,23.53399,0,0,119.9996
49.49143,-71.77971,-2.169516,-21.69516,23.53399,0,0,119.9996
49.49243,-71.78188,-2.169516,-21.69516,23.53399,0,0,119.9996
49.49343,-71.78404,-2.169516,-21.69516,23.53399,0,0,119.9996
49.49443,-71.78621,-2.169516,-21.69516,23.53399,0,0,119.9996
49.49543,-71.78838,-2.169516,-21.69516,23.53399,0,0,119.9996
49.49643,-71.79054,-2.169516,-21.69516,23.53399,0,0,119.9996
49.49743,-71.79271,-2.169516,-21.69516,23.53399,0,0,119.9996
49.49842,-71.79488,-2.169516,-21.69516,23.53399,0,0,119.9996
49.49942,-71.79704,-2.169516,-21.69516,23.53399,0,0,119.9996
49.50042,-71.79921,-2.169516,-21.69516,23.53399,0,0,119.9996
49.50142,-71.80138,-2.169516,-21.69516,23.53399,0,0,119.9996
49.50242,-71.80354,-2.169516,-21.69516,23.53399,0,0,119.9996
49.50342,-71.80571,-2.169516,-21.69516,23.53399,0,0,119.9996
49.50442,-71.80788,-2.169516,-21.69516,23.53399,0,0,119.9996
49.50542,-71.81004,-2.169516,-21.69516,23.53399,0,0,119.9996
49.50642,-71.81221,-2.169516,-21.69516,23.53399,0,0,119.9996
49.50742,-71.81438,-2.169516,-21.69516,23.53399,0,0,119.9996
49.50842,-71.81654,-2.169516,-21.69516,23.53399,0,0,119.9996
49.50942,-71.81871,-2.169516,-21.69516,23.53399,0,0,119.9996
49.51042,-71.82088,-2.169516,-21.69516,23.53399,0,0,119.9996
49.51142,-71.82304,-2.169516,-21.69516,23.53399,0,0,119.9996
49.51242,-71.82521,-2.169516,-21.69516,23.53399,0,0,119.9996
49.51342,-71.82738,-2.169516,-21.69516,23.53399,0,0,119.9996
49.51442,-71.82954,-2.169516,-21.69516,23.53399,0,0,119.9996
49.51542,-71.83171,-2.169516,-21.69516,23.53399,0,0,119.9996
49.51641,-71.83388,-2.169516,-21.69516,23.53399,0,0,119.9996
49.51741,-71.83604,-2.169516,-21.69516,23.53399,0,0,119.9996
49.51841,-71.83821,-2.169516,-21.69516,23.53399,0,0,119.9996
49.51941,-71.84038,-2.169516,-21.69516,23.53399,0,0,119.9996
49.52041,-71.84254,-2.169516,-21.69516,23.53399,0,0,119.9996
49.52141,-71.84471,-2.169516,-21.69516,23.53399,0,0,119.9996
49.52241,-71.84688,-2.169516,-21.69516,23.53399,0,0,119.9996
49.52341,-71.84904,-2.169516,-21.69516,23.53399,0,0,119.9996
49.52441,-71.85121,-2.169516,-21.69516,23.53399,0,0,119.9996
49.52541,-71.85338,-2.169516,-21.69516,23.53399,0,0,119.9996
49.52641,-71.85555,-2.169516,-21.69516,23.53399,0,0,119.9996
49.52741,-71.85771,-2.169516,-21.69516,23.53399,0,0,119.9996
49.52841,-71.85988,-2.169516,-21.69516,23.53399,0,0,119.9996
49.52941,-71.86205,-2.169516,-21.69516,23.53399,0,0,119.9996
49.53041,-71.86421,-2.169516,-21.69516,23.53399,0,0,119.9996
49.53141,-71.86638,-2.169516,-21.69516,23.53399,0,0,119.9996
49.53241,-71.86855,-2.169516,-21.69516,23.53399,0,0,119.9996
49.53341,-71.87071,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5344,-71.87288,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5354,-71.87505,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5364,-71.87721,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5374,-71.87938,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5384,-71.88155,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5394,-71.88371,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5404,-71.88588,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5414,-71.88805,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5424,-71.89021,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5434,-71.89238,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5444,-71.89455,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5454,-71.89671,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5464,-71.89888,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5474,-71.90105,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5484,-71.90321,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5494,-71.90538,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5504,-71.90755,-2.169516,-21.69516,23.53399,0,0,119.9996
49.5514,-71.90971,-2.169516,-21.69516,23.53399,0,0,119.9996
49.55239,-71.91188,-2.169516,-21.69516,23.53399,0,0,119.9996
49.55339,-71.91405,-2.169516,-21.69516,23.53399,0,0,119.9996
49.55439,-71.91621,-2.169516,-21.69516,23.53399,0,0,119.9996
49.55539,-71.91838,-2.169516,-21.69516,23.53399,0,0,119.9996
49.55639,-71.92055,-2.169516,-21.69516,23.53399,0,0,119.9996
49.55739,-71.92271,-2.169516,-21.69516,23.53399,0,0,119.9996
49.55839,-71.92488,-2.169516,-21.69516,23.53399,0,0,119.9996
49.55939,-71.92705,-2.169516,-21.69516,23.53399,0,0,119.9996
49.56039,-71.92921,-2.169516,-21.69516,23.53399,0,0,119.9996
49.56139,-71.93138,-2.169516,-21.69516,23.53399,0,0,119.9996
49.56239,-71.93355,-2.169516,-21.69516,23.53399,0,0,119.9996
49.56339,-71.93571,-2.169516,-21.69516,23.53399,0,0,119.9996
49.56439,-71.93788,-2.169516,-21.69516,23.53399,0,0,119.9996
49.56539,-71.94005,-2.169516,-21.69516,23.53399,0,0,119.9996
49.56639,-71.94221,-2.169516,-21.69516,23.53399,0,0,119.9996
49.56739,-71.94438,-2.169516,-21.69516,23.53399,0,0,119.9996
49.56839,-71.94655,-2.169516,-21.69516,23.53399,0,0,119.9996
49.56939,-71.94872,-2.169516,-21.69516,23.53399,0,0,119.9996
49.57038,-71.95088,-2.169516,-21.69516,23.53399,0,0,119.9996
49.57138,-71.95305,-2.169516,-21.69516,23.53399,0,0,119.9996
49.57238,-71.95522,-2.169516,-21.69516,23.53399,0,0,119.9996
49.57338,-71.95738,-2.169516,-21.69516,23.53399,0,0,119.9996
49.57438,-71.95955,-2.169516,-21.69516,23.53399,0,0,119.9996
49.57538,-71.96172,-2.169516,-21.69516,23.53399,0,0,119.9996
49.57638,-71.96388,-2.169516,-21.69516,23.53399,0,0,119.9996
49.57738,-71.96605,-2.169516,-21.69516,23.53399,0,0,119.9996
49.57838,-71.96822,-2.169516,-21.69516,23.53399,0,0,119.9996
49.57938,-71.97038,-2.169516,-21.69516,23.53399,0,0,119.9996
49.58038,-71.97255,-2.169516,-21.69516,23.53399,0,0,119.9996
49.58138,-71.97472,-2.169516,-21.69516,23.53399,0,0,119.9996
49.58238,-71.97688,-2.169516,-21.69516,23.53399,0,0,119.9996
49.58338,-71.97905,-2.169516,-21.69516,23.53399,0,0,119.9996
49.58438,-71.98122,-2.169516,-21.69516,23.53399,0,0,119.9996
49.58538,-71.98338,-2.169516,-21.69516,23.53399,0,0,119.9996
49.58638,-71.98555,-2.169516,-21.69516,23.53399,0,0,119.9996
49.58738,-71.98772,-2.169516,-21.69516,23.53399,0,0,119.9996
49.58838,-71.98988,-2.169516,-21.69516,23.53399,0,0,119.9996
49.58937,-71.99205,-2.169516,-21.69516,23.53399,0,0,119.9996
49.59037,-71.99422,-2.169516,-21.69516,23.53399,0,0,119.9996
49.59137,-71.99638,-2.169516,-21.69516,23.53399,0,0,119.9996
49.59237,-71.99855,-2.169516,-21.69516,23.53399,0,0,119.9996
49.59337,-72.00072,-2.169516,-21.69516,23.53399,0,0,119.9996
49.59437,-72.00288,-2.169516,-21.69516,23.53399,0,0,119.9996
49.59537,-72.00505,-2.169516,-21.69516,23.53399,0,0,119.9996
49.59637,-72.00722,-2.169516,-21.69516,23.53399,0,0,119.9996
49.59737,-72.00938,-2.169516,-21.69516,23.53399,0,0,119.9996
49.59837,-72.01155,-2.169516,-21.69516,23.53399,0,0,119.9996
49.59937,-72.01372,-2.169516,-21.69516,23.53399,0,0,119.9996
49.60037,-72.01588,-2.169516,-21.69516,23.53399,0,0,119.9996
49.60137,-72.01805,-2.169516,-21.69516,23.53399,0,0,119.9996
49.60237,-72.02022,-2.169516,-21.69516,23.53399,0,0,119.9996
49.60337,-72.02238,-2.169516,-21.69516,23.53399,0,0,119.9996
49.60437,-72.02455,-2.169516,-21.69516,23.53399,0,0,119.9996
49.60537,-72.02672,-2.169516,-21.69516,23.53399,0,0,119.9996
49.60637,-72.02888,-2.169516,-21.69516,23.53399,0,0,119.9996
49.60736,-72.03105,-2.169516,-21.69516,23.53399,0,0,119.9996
49.60836,-72.03322,-2.169516,-21.69516,23.53399,0,0,119.9996
49.60936,-72.03539,-2.169516,-21.69516,23.53399,0,0,119.9996
49.61036,-72.03755,-2.169516,-21.69516,23.53399,0,0,119.9996
49.61136,-72.03972,-2.169516,-21.69516,23.53399,0,0,119.9996
49.61236,-72.04189,-2.169516,-21.69516,23.53399,0,0,119.9996
49.61336,-72.04405,-2.169516,-21.69516,23.53399,0,0,119.9996
49.61436,-72.04622,-2.169516,-21.69516,23.53399,0,0,119.9996
49.61536,-72.04839,-2.169516,-21.69516,23.53399,0,0,119.9996
49.61636,-72.05055,-2.169516,-21.69516,23.53399,0,0,119.9996
49.61736,-72.05272,-2.169516,-21.69516,23.53399,0,0,119.9996
49.61836,-72.05489,-2.169516,-21.69516,23.53399,0,0,119.9996
49.61936,-72.05705,-2.169516,-21.69516,23.53399,0,0,119.9996
49.62036,-72.05922,-2.169516,-21.69516,23.53399,0,0,119.9996
49.62136,-72.06139,-2.169516,-21.69516,23.53399,0,0,119.9996
49.62236,-72.06355,-2.169516,-21.69516,23.53399,0,0,119.9996
49.62336,-72.06572,-2.169516,-21.69516,23.53399,0,0,119.9996
49.62436,-72.06789,-2.169516,-21.69516,23.53399,0,0,119.9996
49.62535,-72.07005,-2.169516,-21.69516,23.53399,0,0,119.9996
49.62635,-72.07222,-2.169516,-21.69516,23.53399,0,0,119.9996
49.62735,-72.07439,-2.169516,-21.69516,23.53399,0,0,119.9996
49.62835,-72.07655,-2.169516,-21.69516,23.53399,0,0,119.9996
49.62935,-72.07872,-2.169516,-21.69516,23.53399,0,0,119.9996
49.63035,-72.08089,-2.169516,-21.69516,23.53399,0,0,119.9996
49.63135,-72.08305,-2.169516,-21.69516,23.53399,0,0,119.9996
49.63235,-72.08522,-2.169516,-21.69516,23.53399,0,0,119.9996
49.63335,-72.08739,-2.169516,-21.69516,23.53399,0,0,119.9996
49.63435,-72.08955,-2.169516,-21.69516,23.53399,0,0,119.9996
49.63535,-72.09172,-2.169516,-21.69516,23.53399,0,0,119.9996
49.63635,-72.09389,-2.169516,-21.69516,23.53399,0,0,119.9996
49.63735,-72.09605,-2.169516,-21.69516,23.53399,0,0,119.9996
49.63835,-72.09822,-2.169516,-21.69516,23.53399,0,0,119.9996
49.63935,-72.10039,-2.169516,-21.69516,23.53399,0,0,119.9996
49.64035,-72.10255,-2.169516,-21.69516,23.53399,0,0,119.9996
49.64135,-72.10472,-2.169516,-21.69516,23.53399,0,0,119.9996
49.64235,-72.10689,-2.169516,-21.69516,23.53399,0,0,119.9996
49.64334,-72.10905,-2.169516,-21.69516,23.53399,0,0,119.9996
49.64434,-72.11122,-2.169516,-21.69516,23.53399,0,0,119.9996
49.64534,-72.11339,-2.169516,-21.69516,23.53399,0,0,119.9996
49.64634,-72.11555,-2.169516,-21.69516,23.53399,0,0,119.9996
49.64734,-72.11772,-2.169516,-21.69516,23.53399,0,0,119.9996
49.64834,-72.11989,-2.169516,-21.69516,23.53399,0,0,119.9996
49.64934,-72.12206,-2.169516,-21.69516,23.53399,0,0,119.9996
49.65034,-72.12422,-2.169516,-21.69516,23.53399,0,0,119.9996
49.65134,-72.12639,-2.169516,-21.69516,23.53399,0,0,119.9996
49.65234,-72.12856,-2.169516,-21.69516,23.53399,0,0,119.9996
49.65334,-72.13072,-2.169516,-21.69516,23.53399,0,0,119.9996
49.65434,-72.13289,-2.169516,-21.69516,23.53399,0,0,119.9996
49.65534,-72.13506,-2.169516,-21.69516,23.53399,0,0,119.9996
49.65634,-72.13722,-2.169516,-21.69516,23.53399,0,0,119.9996
49.65734,-72.13939,-2.169516,-21.69516,23.53399,0,0,119.9996
49.65834,-72.14156,-2.169516,-21.69516,23.53399,0,0,119.9996
49.65934,-72.14372,-2.169516,-21.69516,23.53399,0,0,119.9996
49.66034,-72.14589,-2.169516,-21.69516,23.53399,0,0,119.9996
49.66133,-72.14806,-2.169516,-21.69516,23.53399,0,0,119.9996
49.66233,-72.15022,-2.169516,-21.69516,23.53399,0,0,119.9996
49.66333,-72.15239,-2.169516,-21.69516,23.53399,0,0,119.9996
49.66433,-72.15456,-2.169516,-21.69516,23.53399,0,0,119.9996
49.66533,-72.15672,-2.169516,-21.69516,23.53399,0,0,119.9996
49.66633,-72.15889,-2.169516,-21.69516,23.53399,0,0,119.9996
49.66733,-72.16106,-2.169516,-21.69516,23.53399,0,0,119.9996
49.66833,-72.16322,-2.169516,-21.69516,23.53399,0,0,119.9996
49.66933,-72.16539,-2.169516,-21.69516,23.53399,0,0,119.9996
49.67033,-72.16756,-2.169516,-21.69516,23.53399,0,0,119.9996
49.67133,-72.16972,-2.169516,-21.69516,23.53399,0,0,119.9996
49.67233,-72.17189,-2.169516,-21.69516,23.53399,0,0,119.9996
49.67333,-72.17406,-2.169516,-21.69516,23.53399,0,0,119.9996
49.67433,-72.17622,-2.169516,-21.69516,23.53399,0,0,119.9996
49.67533,-72.17839,-2.169516,-21.69516,23.53399,0,0,119.9996
49.67633,-72.18056,-2.169516,-21.69516,23.53399,0,0,119.9996
49.67733,-72.18272,-2.169516,-21.69516,23.53399,0,0,119.9996
49.67833,-72.18489,-2.169516,-21.69516,23.53399,0,0,119.9996
49.67933,-72.18706,-2.169516,-21.69516,23.53399,0,0,119.9996
49.68032,-72.18922,-2.169516,-21.69516,23.53399,0,0,119.9996
49.68132,-72.19139,-2.169516,-21.69516,23.53399,0,0,119.9996
49.68232,-72.19356,-2.169516,-21.69516,23.53399,0,0,119.9996
49.68332,-72.19572,-2.169516,-21.69516,23.53399,0,0,119.9996
49.68432,-72.19789,-2.169516,-21.69516,23.53399,0,0,119.9996
49.68532,-72.20006,-2.169516,-21.69516,23.53399,0,0,119.9996
49.68632,-72.20222,-2.169516,-21.69516,23.53399,0,0,119.9996
49.68732,-72.20439,-2.169516,-21.69516,23.53399,0,0,119.9996
49.68832,-72.20656,-2.169516,-21.69516,23.53399,0,0,119.9996
49.68932,-72.20872,-2.169516,-21.69516,23.53399,0,0,119.9996
49.69032,-72.21089,-2.169516,-21.69516,23.53399,0,0,119.9996
49.69132,-72.21306,-2.169516,-21.69516,23.53399,0,0,119.9996
49.69232,-72.21523,-2.169516,-21.69516,23.53399,0,0,119.9996
49.69332,-72.21739,-2.169516,-21.69516,23.53399,0,0,119.9996
49.69432,-72.21956,-2.169516,-21.69516,23.53399,0,0,119.9996
49.69532,-72.22173,-2.169516,-21.69516,23.53399,0,0,119.9996
49.69632,-72.22389,-2.169516,-21.69516,23.53399,0,0,119.9996
49.69732,-72.22606,-2.169516,-21.69516,23.53399,0,0,119.9996
49.69831,-72.22823,-2.169516,-21.69516,23.53399,0,0,119.9996
49.69931,-72.23039,-2.169516,-21.69516,23.53399,0,0,119.9996
49.70031,-72.23256,-2.169516,-21.69516,23.53399,0,0,119.9996
49.70131,-72.23473,-2.169516,-21.69516,23.53399,0,0,119.9996
49.70231,-72.23689,-2.169516,-21.69516,23.53399,0,0,119.9996
49.70331,-72.23906,-2.169516,-21.69516,23.53399,0,0,119.9996
49.70431,-72.24123,-2.169516,-21.69516,23.53399,0,0,119.9996
49.70531,-72.24339,-2.169516,-21.69516,23.53399,0,0,119.9996
49.70631,-72.24556,-2.169516,-21.69516,23.53399,0,0,119.9996
49.70731,-72.24773,-2.169516,-21.69516,23.53399,0,0,119.9996
49.70831,-72.24989,-2.169516,-21.69516,23.53399,0,0,119.9996
49.70931,-72.25206,-2.169516,-21.69516,23.53399,0,0,119.9996
49.71031,-72.25423,-2.169516,-21.69516,23.53399,0,0,119.9996
49.71131,-72.25639,-2.169516,-21.69516,23.53399,0,0,119.9996
49.71231,-72.25856,-2.169516,-21.69516,23.53399,0,0,119.9996
49.71331,-72.26073,-2.169516,-21.69516,23.53399,0,0,119.9996
49.71431,-72.26289,-2.169516,-21.69516,23.53399,0,0,119.9996
49.71531,-72.26506,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7163,-72.26723,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7173,-72.26939,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7183,-72.27156,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7193,-72.27373,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7203,-72.27589,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7213,-72.27806,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7223,-72.28023,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7233,-72.28239,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7243,-72.28456,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7253,-72.28673,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7263,-72.28889,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7273,-72.29106,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7283,-72.29323,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7293,-72.29539,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7303,-72.29756,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7313,-72.29973,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7323,-72.3019,-2.169516,-21.69516,23.53399,0,0,119.9996
49.7333,-72.30406,-2.169516,-21.69516,23.53399,0,0,119.9996
49.73429,-72.30623,-2.169516,-21.69516,23.53399,0,0,119.9996
49.73529,-72.3084,-2.169516,-21.69516,23.53399,0,0,119.9996
49.73629,-72.31056,-2.169516,-21.69516,23.53399,0,0,119.9996
49.73729,-72.31273,-2.169516,-21.69516,23.53399,0,0,119.9996
49.73829,-72.3149,-2.169516,-21.69516,23.53399,0,0,119.9996
49.73929,-72.31706,-2.169516,-21.69516,23.53399,0,0,119.9996
49.74029,-72.31923,-2.169516,-21.69516,23.53399,0,0,119.9996
49.74129,-72.3214,-2.169516,-21.69516,23.53399,0,0,119.9996
49.74229,-72.32356,-2.169516,-21.69516,23.53399,0,0,119.9996
49.74329,-72.32573,-2.169516,-21.69516,23.53399,0,0,119.9996
49.74429,-72.3279,-2.169516,-21.69516,23.53399,0,0,119.9996
49.74529,-72.33006,-2.169516,-21.69516,23.53399,0,0,119.9996
49.74629,-72.33223,-2.169516,-21.69516,23.53399,0,0,119.9996
49.74729,-72.3344,-2.169516,-21.69516,23.53399,0,0,119.9996
49.74829,-72.33656,-2.169516,-21.69516,23.53399,0,0,119.9996
49.74929,-72.33873,-2.169516,-21.69516,23.53399,0,0,119.9996
49.75029,-72.3409,-2.169516,-21.69516,23.53399,0,0,119.9996
49.75129,-72.34306,-2.169516,-21.69516,23.53399,0,0,119.9996
49.75229,-72.34523,-2.169516,-21.69516,23.53399,0,0,119.9996
49.75328,-72.3474,-2.169516,-21.69516,23.53399,0,0,119.9996
49.75428,-72.34956,-2.169516,-21.69516,23.53399,0,0,119.9996
49.75528,-72.35173,-2.169516,-21.69516,23.53399,0,0,119.9996
49.75628,-72.3539,-2.169516,-21.69516,23.53399,0,0,119.9996
49.75728,-72.35606,-2.169516,-21.69516,23.53399,0,0,119.9996
49.75828,-72.35823,-2.169516,-21.69516,23.53399,0,0,119.9996
49.75928,-72.3604,-2.169516,-21.69516,23.53399,0,0,119.9996
49.76028,-72.36256,-2.169516,-21.69516,23.53399,0,0,119.9996
49.76128,-72.36473,-2.169516,-21.69516,23.53399,0,0,119.9996
49.76228,-72.3669,-2.169516,-21.69516,23.53399,0,0,119.9996
49.76328,-72.36906,-2.169516,-21.69516,23.53399,0,0,119.9996
49.76428,-72.37123,-2.169516,-21.69516,23.53399,0,0,119.9996
49.76528,-72.3734,-2.169516,-21.69516,23.53399,0,0,119.9996
49.76628,-72.37556,-2.169516,-21.69516,23.53399,0,0,119.9996
49.76728,-72.37773,-2.169516,-21.69516,23.53399,0,0,119.9996
49.76828,-72.3799,-2.169516,-21.69516,23.53399,0,0,119.9996
49.76928,-72.38206,-2.169516,-21.69516,23.53399,0,0,119.9996
49.77028,-72.38423,-2.169516,-21.69516,23.53399,0,0,119.9996
49.77127,-72.3864,-2.169516,-21.69516,23.53399,0,0,119.9996
49.77227,-72.38857,-2.169516,-21.69516,23.53399,0,0,119.9996
49.77327,-72.39073,-2.169516,-21.69516,23.53399,0,0,119.9996
49.77427,-72.3929,-2.169516,-21.69516,23.53399,0,0,119.9996
49.77527,-72.39507,-2.169516,-21.69516,23.53399,0,0,119.9996
49.77627,-72.39723,-2.169516,-21.69516,23.53399,0,0,119.9996
49.77727,-72.3994,-2.169516,-21.69516,23.53399,0,0,119.9996
49.77827,-72.40157,-2.169516,-21.69516,23.53399,0,0,119.9996
49.77927,-72.40373,-2.169516,-21.69516,23.53399,0,0,119.9996
49.78027,-72.4059,-2.169516,-21.69516,23.53399,0,0,119.9996
49.78127,-72.40807,-2.169516,-21.69516,23.53399,0,0,119.9996
49.78227,-72.41023,-2.169516,-21.69516,23.53399,0,0,119.9996
49.78327,-72.4124,-2.169516,-21.69516,23.53399,0,0,119.9996
49.78427,-72.41457,-2.169516,-21.69516,23.53399,0,0,119.9996
49.78527,-72.41673,-2.169516,-21.69516,23.53399,0,0,119.9996
49.78627,-72.4189,-2.169516,-21.69516,23.53399,0,0,119.9996
49.78727,-72.42107,-2.169516,-21.69516,23.53399,0,0,119.9996
49.78827,-72.42323,-2.169516,-21.69516,23.53399,0,0,119.9996
49.78926,-72.4254,-2.169516,-21.69516,23.53399,0,0,119.9996
49.79026,-72.42757,-2.169516,-21.69516,23.53399,0,0,119.9996
49.79126,-72.42973,-2.169516,-21.69516,23.53399,0,0,119.9996
49.79226,-72.4319,-2.169516,-21.69516,23.53399,0,0,119.9996
49.79326,-72.43407,-2.169516,-21.69516,23.53399,0,0,119.9996
49.79426,-72.43623,-2.169516,-21.69516,23.53399,0,0,119.9996
